City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Claremore,US,36.3126,-95.6161,91.11,64,0,5.01,clear sky
702,Kutum,SD,14.2,24.6667,80.96,36,86,22.79,light rain
703,Gilgit,PK,35.9221,74.3087,75.85,45,67,2.66,broken clouds
704,Kenora,CA,49.8167,-94.4337,61.77,72,100,11.5,overcast clouds
705,Singleton,AU,-32.5667,151.1833,45.99,74,1,5.99,clear sky
706,Mantua,IT,45.1667,10.7833,92.08,40,3,3.0,clear sky
707,San Andres,CO,12.5847,-81.7006,82.42,78,75,9.22,broken clouds
708,Ambulu,ID,-8.345,113.6058,76.03,91,90,3.58,overcast clouds
709,Natal,BR,-5.795,-35.2094,88.02,62,40,12.66,scattered clouds
710,Zeerust,ZA,-25.5369,26.0751,55.26,47,0,4.45,clear sky
