City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Luoyang,CN,2022-06-08 17:17:24,34.6836,112.4536,80.83,31,37,13.0
280,Kamaishi,JP,2022-06-08 17:17:25,39.2667,141.8833,52.2,90,97,4.47
281,Suoyarvi,RU,2022-06-08 17:17:25,62.0833,32.35,59.11,60,100,6.89
282,Viedma,AR,2022-06-08 17:17:25,-40.8135,-62.9967,61.43,39,77,21.25
283,Kushiro,JP,2022-06-08 17:12:56,42.975,144.3747,44.42,91,55,5.32
284,Yanji,CN,2022-06-08 17:17:26,42.9075,129.5078,46.81,85,38,0.67
285,Beringovskiy,RU,2022-06-08 17:17:26,63.05,179.3167,37.45,74,5,10.71
286,Sungaipenuh,ID,2022-06-08 17:17:26,-2.0833,101.3833,63.77,98,100,1.54
287,Kutum,SD,2022-06-08 17:17:27,14.2,24.6667,85.21,26,100,3.91
288,Cherskiy,RU,2022-06-08 17:17:27,68.75,161.3,50.58,69,85,6.64
289,Coquimbo,CL,2022-06-08 17:17:27,-29.9533,-71.3436,58.73,72,75,2.3
290,Lityn,UA,2022-06-08 17:17:27,49.3251,28.0809,68.2,73,56,8.12
291,Pevek,RU,2022-06-08 17:17:28,69.7008,170.3133,39.18,71,48,2.17
292,Larsnes,NO,2022-06-08 17:17:28,62.2028,5.5773,66.61,75,89,15.35
293,Veraval,IN,2022-06-08 17:17:28,20.9,70.3667,84.76,82,1,11.65
